Group,Subgroup,Key,Total costs (eur),Total CAPEX (eur),Total OPEX (eur),Capital costs (eur),Depreciation costs (eur),Fixed operation and maintenance costs (eur),Variable operation and maintenance costs (eur),Total investment over lifetime (eur),WACC,Construction time (years),Technical lifetime (years),CO2 emission costs (eur),Captured biogenic CO2 costs (eur),Number of units
costs_production,heat_plants,energy_heat_heatpump_waste_water_water_ts_lt_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,30.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_heatpump_waste_water_water_ts_mt_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,30.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_heatpump_water_water_ht_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_heatpump_water_water_lt_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_heatpump_water_water_mt_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_production_ht_residual_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_production_lt_residual_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_production_mt_residual_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_solar_ht_solar_thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,25.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_solar_lt_solar_thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,25.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_solar_mt_solar_thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,25.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_well_deep_ht_geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,30.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_well_deep_mt_geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,30.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_well_shallow_heatpump_mt_geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,energy_heat_well_shallow_lt_geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_backup_burner_network_gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_burner_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_burner_crude_oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_burner_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,25.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_burner_lignite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_combined_cycle_gas_power_fuelmix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,30.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_engine_gas_power_fuelmix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,20.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_turbine_gas_power_fuelmix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.5,25.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_turbine_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.5,25.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_ultra_supercritical_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,4.0,40.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_well_geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,30.0,0.0,-0.0,0.0
costs_production,heat_plants,industry_heat_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_ammonia_reformer_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_ammonia_reformer_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_autothermal_reformer_ccs_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.0,10.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_autothermal_reformer_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,10.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_autothermal_reformer_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,10.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_biomass_gasification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.0,40.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_biomass_gasification_ccs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.0,40.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_electrolysis_solar_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_electrolysis_wind_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_liquid_hydrogen_regasifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,40.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_lohc_reformer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,40.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_solar_pv_solar_radiation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_steam_methane_reformer_ccs_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_steam_methane_reformer_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_steam_methane_reformer_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,25.0,0.0,-0.0,0.0
costs_production,dedicated_hydrogen_production,energy_hydrogen_wind_turbine_offshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.5,20.0,0.0,-0.0,0.0
costs_production,biomass,energy_biogas_fermentation_wet_biomass,1626.66,338.35,1288.32,78.08,260.27,1288.32,0.0,3123.19,0.04,3.0,12.0,0.0,-0.0,0.0
costs_production,biomass,energy_greengas_gasification_dry_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,40.0,0.0,-0.0,0.0
costs_production,biomass,energy_greengas_gasification_wet_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.0,40.0,0.0,-0.0,0.0
costs_production,biomass,energy_greengas_upgrade_biogas,437.81,150.57,287.24,34.75,115.82,287.24,0.0,1389.86,0.04,3.0,12.0,0.0,-0.0,0.0
costs_production,other,energy_compressor_network_gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,20.0,0.0,-0.0,0.0
costs_production,other,energy_regasification_lng,130.21,53.49,76.72,24.73,28.76,31.86,44.86,1150.37,0.04,3.0,40.0,340.16,-0.0,0.0
costs_storage_and_conversion,p2p,energy_flexibility_flow_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,25.0,0.0,-0.0,0
costs_storage_and_conversion,p2p,energy_flexibility_hv_opac_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,5.0,50.0,0.0,-0.0,0
costs_storage_and_conversion,p2p,energy_flexibility_mv_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,15.0,0.0,-0.0,0.0
costs_storage_and_conversion,p2p,energy_flexibility_pumped_storage_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,5.0,75.0,0.0,-0.0,0
costs_storage_and_conversion,p2p,energy_flexibility_solar_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2p,energy_flexibility_wind_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2g,energy_hydrogen_flexibility_p2g_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,25.0,0.0,-0.0,0
costs_storage_and_conversion,p2g,energy_hydrogen_hybrid_electrolysis_wind_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,25.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,agriculture_flexibility_p2h_hydrogen_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,agriculture_flexibility_p2h_network_gas_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,energy_heat_flexibility_p2h_boiler_ht_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,energy_heat_flexibility_p2h_boiler_mt_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,energy_heat_flexibility_p2h_heatpump_ht_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,energy_heat_flexibility_p2h_heatpump_mt_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_chemicals_fertilizers_flexibility_p2h_hydrogen_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_chemicals_fertilizers_flexibility_p2h_network_gas_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_chemicals_other_flexibility_p2h_hydrogen_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_chemicals_other_flexibility_p2h_network_gas_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_chemicals_refineries_flexibility_p2h_hydrogen_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_chemicals_refineries_flexibility_p2h_network_gas_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_other_food_flexibility_p2h_hydrogen_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_other_food_flexibility_p2h_network_gas_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_other_paper_flexibility_p2h_hydrogen_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,p2h,industry_other_paper_flexibility_p2h_network_gas_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,15.0,0.0,-0.0,0
costs_storage_and_conversion,storage,energy_hydrogen_storage_depleted_gas_field,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,6.0,30.0,0.0,-0.0,0
costs_storage_and_conversion,storage,energy_hydrogen_storage_salt_cavern,413948324.57,308419908.63,105528415.93,171950922.51,136468986.12,99319090.2,6209325.73,4094069583.62,0.07,6.0,30.0,0.0,-0.0,9.4
costs_storage_and_conversion,storage,heat_infrastructure_ht_storage,0.0,,,,,,,,,,,,,
costs_storage_and_conversion,storage,heat_infrastructure_mt_storage,0.0,,,,,,,,,,,,,
costs_storage_and_conversion,storage,heat_infrastructure_lt_storage,0.0,,,,,,,,,,,,,
costs_carriers,biomass,costs_carriers_biomass,81674515.08,,,,,,,,,,,,,
costs_carriers,oil_and_products,costs_carriers_oil_and_products,233913415.62,,,,,,,,,,,,,
costs_carriers,coal_and_products,costs_carriers_coal_and_products,0.0,,,,,,,,,,,,,
costs_carriers,uranium,costs_carriers_uranium,0.0,,,,,,,,,,,,,
costs_carriers,heat,costs_carriers_heat,0.0,,,,,,,,,,,,,
costs_carriers,natural_gas,costs_carriers_natural_gas,54621927.27,,,,,,,,,,,,,
costs_carriers,waste,costs_carriers_waste,0.0,,,,,,,,,,,,,
costs_carriers,electricity,costs_carriers_electricity,0.0,,,,,,,,,,,,,
costs_carriers,hydrogen,costs_carriers_hydrogen,142159674.53,,,,,,,,,,,,,
costs_carriers,liquid_hydrogen,costs_carriers_liquid_hydrogen,0.0,,,,,,,,,,,,,
costs_carriers,lohc,costs_carriers_lohc,0.0,,,,,,,,,,,,,
costs_carriers,ammonia,costs_carriers_ammonia,0.0,,,,,,,,,,,,,
costs_infrastructure,electricity,lv_net_costs_present,838847167.7,,,,,,,,,,,,,
costs_infrastructure,electricity,lv_net_costs_delta_present_future,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,,40.0,,,
costs_infrastructure,electricity,lv_mv_trafo_costs_present,298839303.5,,,,,,,,,,,,,
costs_infrastructure,electricity,lv_mv_trafo_costs_delta_present_future,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,,40.0,,,
costs_infrastructure,electricity,mv_net_costs_present,720884284.7,,,,,,,,,,,,,
costs_infrastructure,electricity,mv_net_costs_delta_present_future,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,,40.0,,,
costs_infrastructure,electricity,mv_hv_trafo_costs_present,251654150.3,,,,,,,,,,,,,
costs_infrastructure,electricity,mv_hv_trafo_costs_delta_present_future,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,,40.0,,,
costs_infrastructure,electricity,hv_net_costs_present,423617819.7,,,,,,,,,,,,,
costs_infrastructure,electricity,hv_net_costs_delta_present_future,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,,40.0,,,
costs_infrastructure,electricity,interconnection_net_costs_present,139550090.5,,,,,,,,,,,,,
costs_infrastructure,electricity,interconnection_net_costs_delta_present_future,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,,40.0,,,
costs_infrastructure,electricity,offshore_net_costs_present,26607183.6,,,,,,,,,,,,,
costs_infrastructure,electricity,offshore_net_costs_delta_present_future,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,,40.0,,,
costs_infrastructure,heat,heat_infrastructure_ht_primary_pipelines,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_ht_distribution_pipelines,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_ht_distribution_stations,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_ht_indoor,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_mt_primary_pipelines,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_mt_distribution_pipelines,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_mt_distribution_stations,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_mt_indoor,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_lt_primary_pipelines,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_lt_distribution_pipelines,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_lt_distribution_stations,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,heat,heat_infrastructure_lt_indoor,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,,30.0,,,
costs_infrastructure,hydrogen,energy_hydrogen_distribution_compressed_trucks,6580.81,672.73,5908.08,231.6,441.14,5908.08,0.0,6617.05,0.07,0.0,15.0,0.0,-0.0,0.01
costs_infrastructure,hydrogen,energy_hydrogen_transport_pipelines,17432504.31,14778266.2,2654238.1,7630374.45,7147891.76,2654238.1,0.0,214436752.66,0.07,0.5,30.0,0.0,-0.0,2.81
costs_infrastructure,hydrogen,energy_hydrogen_transport_pipelines_offshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,30.0,0.0,-0.0,0.0
costs_infrastructure,network_gas,gas_network_costs,1452000000.0,,,,,,,,,,,,,
costs_infrastructure,ammonia,energy_import_ammonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,20.0,0.0,-0.0,0.0
costs_infrastructure,diesel,energy_import_diesel,1273746.36,1009757.48,263988.88,415782.49,593974.99,263988.88,0.0,11879499.75,0.07,0.0,20.0,0.0,-0.0,0.03
costs_infrastructure,liquid_hydrogen,energy_import_liquid_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,20.0,0.0,-0.0,0.0
costs_infrastructure,lng,energy_import_lng,294.54,228.29,66.25,94.0,134.29,66.25,0.0,2685.76,0.07,0.0,20.0,0.0,-0.0,0.0
costs_infrastructure,lohc,energy_import_lohc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,20.0,0.0,-0.0,0.0
costs_co2,ccus,energy_production_synthetic_kerosene_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,-0.0,0
costs_co2,ccus,energy_production_synthetic_kerosene_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,-0.0,0.0
costs_co2,ccus,energy_production_synthetic_methanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,-0.0,0.0
costs_co2,ccus,industry_chemical_other_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_chemicals_fertilizers_captured_combustion_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_chemicals_fertilizers_captured_processes_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_chemicals_refineries_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_other_food_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_other_paper_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_blastfurnace_bof_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_cyclonefurnace_bof_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_dri_network_gas_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,industry_steel_external_coupling_node_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,15.0,0.0,0.0,0.0
costs_co2,ccus,molecules_direct_air_capture_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,25.0,0.0,0.0,0.0
costs_co2,ccus,molecules_offshore_sequestration_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,40.0,0.0,0.0,0.0
costs_co2,ccus,molecules_transport_pipelines_co2,5849960.55,1835589.36,4014371.18,1070760.46,764828.9,4014371.18,0.0,30593156.06,0.07,0.0,40.0,0.0,0.0,0.08
costs_co2,ccus,molecules_transport_ships_co2,19963124.75,12056936.73,7906188.02,4150748.71,7906188.02,7906188.02,0.0,118592820.32,0.07,0.0,15.0,0.0,0.0,0.47
